step,h30_score,h30_kappa,h30_r_i,h30_T_i,h30_age,h30_status,h31_score,h31_kappa,h31_r_i,h31_T_i,h31_age,h31_status,h32_score,h32_kappa,h32_r_i,h32_T_i,h32_age,h32_status,h33_score,h33_kappa,h33_r_i,h33_T_i,h33_age,h33_status,h34_score,h34_kappa,h34_r_i,h34_T_i,h34_age,h34_status,h35_score,h35_kappa,h35_r_i,h35_T_i,h35_age,h35_status,h36_score,h36_kappa,h36_r_i,h36_T_i,h36_age,h36_status,h37_score,h37_kappa,h37_r_i,h37_T_i,h37_age,h37_status,h38_score,h38_kappa,h38_r_i,h38_T_i,h38_age,h38_status,h39_score,h39_kappa,h39_r_i,h39_T_i,h39_age,h39_status
2670,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2676,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2682,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2688,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2694,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2700,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2706,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2712,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2718,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2724,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2730,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2736,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2742,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2748,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2754,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2760,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2766,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2772,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2778,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2784,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2790,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2796,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2802,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2808,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2814,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2820,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2826,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2832,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2838,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2844,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2850,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2856,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2862,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2868,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2874,-0.1364,0.79,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.73,0.0,0.0,10,below0,-0.1364,0.25,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0
2880,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2886,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2892,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2898,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2904,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2910,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2916,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2922,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2928,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2934,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2940,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2946,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2952,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2958,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2964,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2970,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2976,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2982,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2988,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
2994,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
3000,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
3006,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
3012,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
