step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
4542,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4548,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4554,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4560,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4566,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4572,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4578,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4584,2.5775,0.555,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4590,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4596,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4602,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4608,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4614,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4620,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4626,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4632,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4638,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4644,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4650,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4656,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4662,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4668,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4674,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4680,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4686,2.5325,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4692,2.4425,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.8375,0.585,0.5,1.0,2,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4698,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.8375,0.585,0.5,1.0,2,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4704,2.4425,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4710,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4716,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4722,2.4425,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4728,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4734,2.5675,0.465,0.5,1.0,2,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4740,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4746,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4752,2.4425,0.465,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4758,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4764,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4770,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4776,2.4425,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4782,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4788,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4794,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4800,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4806,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4812,2.4425,0.465,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4818,2.4425,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4824,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4830,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4836,2.5325,0.465,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4842,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4848,2.5325,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4854,2.4425,0.465,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
