timestep,action_taken,sel_ip_hosts,c_ip_hosts,ip_top1_host,ip_top1_score,ip_top1_r_i,ip_top1_T_i,ip_top1_kappa,ip_top1_A_i,ip_mean_score,ip_mean_r_i,ip_mean_T_i,ip_mean_kappa,sel_rrm_pairs,c_rrm_pairs,rrm_top1_pair,rrm_top1_score,rrm_top1_r_f,rrm_top1_phi_f,rrm_top1_kappa_f,rrm_top1_A_f,rrm_mean_score,rrm_mean_r_f,rrm_mean_phi_f,rrm_mean_kappa_f
678,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
684,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
690,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
696,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
702,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
708,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.79875,0.15,1.0,0.555
714,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
720,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
726,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
732,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.76725,0.15,1.0,0.5355
738,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.8375,0.5,1.0,0.585,2,1.76175,0.15,1.0,0.5355
744,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
750,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
756,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
762,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
768,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
774,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.8375,0.5,1.0,0.585,2,1.77075,0.15,1.0,0.5355
780,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
786,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
792,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
798,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
804,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
810,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
816,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
822,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
828,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
834,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
840,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
846,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.76725,0.15,1.0,0.5355
852,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
858,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
864,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
870,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
876,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
882,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
888,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
894,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
900,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
906,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
912,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h31;h1-h30,h1-h32;h1-h31;h1-h30;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.76175,0.15,1.0,0.5355
918,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
924,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
930,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
936,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
942,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
948,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
954,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
960,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.76175,0.15,1.0,0.5355
966,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
972,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
978,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
984,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
990,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
996,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
1002,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.76725,0.15,1.0,0.5355
1008,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1014,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1020,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1026,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
1032,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1038,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1044,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
1050,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1056,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
1062,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
1068,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.5355
1074,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
1080,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1086,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1092,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.76725,0.15,1.0,0.513
1098,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.513
1104,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.513
1110,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.513
1116,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1122,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1128,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.513
1134,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1140,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.75825,0.15,1.0,0.513
1146,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.513
1152,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.376,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.513
